"库名","表名","表名中文","表内序号","列名","列名中文","数据类型","是否允空","记录数","去重个数","空值个数","是否主键","外键关联表名","是否码值"
"LC00059999","BABAPDATASETBK","","19","TAB","","NUMBER","Y","148","1","0","","",""
"LC00059999","BABAPDATASETBK01","","1","ID","","VARCHAR2","N","266","266","0","","",""
"LC00059999","BABAPDATASETBK01","","2","DATASOURCE_ID","","VARCHAR2","N","266","4","0","","",""
"LC00059999","BABAPDATASETBK01","","3","CATEGORY_ID","","VARCHAR2","Y","266","21","0","","",""
"LC00059999","BABAPDATASETBK01","","4","USER_ID","","VARCHAR2","N","266","4","0","","",""
"LC00059999","BABAPDATASETBK01","","5","DATASET_CODE","","VARCHAR2","N","266","266","0","","",""
"LC00059999","BABAPDATASETBK01","","6","DATASET_NAME_CHS","","VARCHAR2","N","266","248","0","","",""
"LC00059999","BABAPDATASETBK01","","7","DATASET_TYPE","","VARCHAR2","N","266","2","0","","","1"
"LC00059999","BABAPDATASETBK01","","8","DATASET_JSON","","CLOB","N","266","0","0","","",""
"LC00059999","BABAPDATASETBK01","","9","CREATE_TIME","","TIMESTAMP(7)","N","266","266","0","","",""
"LC00059999","BABAPDATASETBK01","","10","UPDATE_TIME","","TIMESTAMP(7)","N","266","266","0","","",""
"LC00059999","BABAPDATASETBK01","","11","APPLICATION_SYSTYPE","","VARCHAR2","Y","266","2","1","","","1"
"LC00059999","BABAPDATASETBK01","","12","DATASET_NAME_CHT","","VARCHAR2","Y","266","0","266","","",""
"LC00059999","BABAPDATASETBK01","","13","DATASET_NAME_EN","","VARCHAR2","Y","266","0","266","","",""
"LC00059999","BABAPDATASETBK01","","14","DATASET_NAME_ES","","VARCHAR2","Y","266","0","266","","",""
"LC00059999","BABAPDATASETBK01","","15","DATASET_NAME_PT","","VARCHAR2","Y","266","0","266","","",""
"LC00059999","BABAPDATASETBK01","","16","SECURITY_LEVEL","","NUMBER","Y","266","0","266","","","1"
"LC00059999","BABAPDATASETBK01","","17","BACKEND_TYPE","","NUMBER","Y","266","1","0","","","1"
"LC00059999","BABAPDATASETBK01","","18","BIPM_ID","","VARCHAR2","Y","266","8","136","","",""
"LC00059999","BABAPDATASETBK01","","19","TAB","","NUMBER","Y","266","1","0","","",""
"LC00059999","BABAPDATASOURCE01","","1","ID","","VARCHAR2","N","4","4","0","","",""
"LC00059999","BABAPDATASOURCE01","","2","CATEGORY_ID","","VARCHAR2","Y","4","1","0","","",""
"LC00059999","BABAPDATASOURCE01","","3","USER_ID","","VARCHAR2","N","4","3","0","","",""
"LC00059999","BABAPDATASOURCE01","","4","DATASOURCE_CODE","","VARCHAR2","N","4","4","0","","","1"
"LC00059999","BABAPDATASOURCE01","","5","DATASOURCE_NAME_CHS","","VARCHAR2","N","4","4","0","","",""
"LC00059999","BABAPDATASOURCE01","","6","DATASOURCE_TYPE","","VARCHAR2","N","4","2","0","","","1"
"LC00059999","BABAPDATASOURCE01","","7","DATASOURCE_JSON","","CLOB","N","4","0","0","","",""
"LC00059999","BABAPDATASOURCE01","","8","CREATE_TIME","","TIMESTAMP(7)","N","4","4","0","","",""
"LC00059999","BABAPDATASOURCE01","","9","UPDATE_TIME","","TIMESTAMP(7)","N","4","4","0","","",""
"LC00059999","BABAPDATASOURCE01","","10","APPLICATION_SYSTYPE","","VARCHAR2","Y","4","2","0","","","1"
"LC00059999","BABAPDATASOURCE01","","11","CURRENT_DATASOURCE","","NUMBER","Y","4","1","0","","",""
"LC00059999","BABAPDATASOURCE01","","12","DATASOURCE_NAME_CHT","","VARCHAR2","Y","4","0","4","","",""
"LC00059999","BABAPDATASOURCE01","","13","DATASOURCE_NAME_EN","","VARCHAR2","Y","4","0","4","","",""
"LC00059999","BABAPDATASOURCE01","","14","DATASOURCE_NAME_ES","","VARCHAR2","Y","4","0","4","","",""
"LC00059999","BABAPDATASOURCE01","","15","DATASOURCE_NAME_PT","","VARCHAR2","Y","4","0","4","","",""
"LC00059999","BABAPDATASOURCE01","","16","BACKEND_TYPE","","NUMBER","Y","4","1","0","","","1"
"LC00059999","BABAPDATASOURCE01","","17","TAB","","NUMBER","Y","4","0","4","","",""
"LC00059999","BABAPLIBRARY01","","1","ID","","VARCHAR2","Y","4","4","0","","",""
"LC00059999","BABAPLIBRARY01","","2","NAME","","VARCHAR2","Y","4","4","0","","",""
"LC00059999","BABAPLIBRARY01","","3","FILEVERSION","","VARCHAR2","Y","4","2","2","","",""
"LC00059999","BABAPLIBRARY01","","4","SERIALNUMBER","","NUMBER","Y","4","3","0","","",""
"LC00059999","BABAPLIBRARY01","","5","TAB","","NUMBER","Y","4","2","0","","",""
"LC00059999","BABAPMAPAREA01","","1","ID","","VARCHAR2","N","3447","3447","0","","",""
"LC00059999","BABAPMAPAREA01","","2","AREAID","","NUMBER","N","3447","3447","0","","",""
"LC00059999","BABAPMAPAREA01","","3","AREANAME","","VARCHAR2","N","3447","3405","0","","",""
"LC00059999","BABAPMAPAREA01","","4","AREAMAPNAME","","VARCHAR2","Y","3447","3405","0","","",""
"LC00059999","BABAPMAPAREA01","","5","AREAGEOJSON","","VARCHAR2","Y","3447","37","3410","","",""
"LC00059999","BABAPMAPAREA01","","6","AREALONGITUDE","","VARCHAR2","Y","3447","3327","0","","",""
"LC00059999","BABAPMAPAREA01","","7","AREALATITUDE","","VARCHAR2","Y","3447","3428","0","","",""
"LC00059999","BABAPMAPAREA01","","8","AREAPARENT","","NUMBER","Y","3447","368","1","","",""
"LC00059999","BABAPMETAPORTLETFILES01","","1","ID","","VARCHAR2","Y","286","286","0","","",""
"LC00059999","BABAPMETAPORTLETFILES01","","2","METAPORTLETID","","VARCHAR2","Y","286","31","0","","",""
"LC00059999","BABAPMETAPORTLETFILES01","","3","FILEID","","VARCHAR2","Y","286","70","0","","",""
"LC00059999","BABAPMETAPORTLETFILES01","","4","LIBRARYID","","VARCHAR2","Y","286","4","60","","",""
"LC00059999","BABAPMETAPORTLETFILES01","","5","SERIALNUMBER","","NUMBER","Y","286","8","0","","",""
"LC00059999","BABAPPARAMMODEL01","","1","ID","","VARCHAR2","N","12","12","0","","",""
"LC00059999","BABAPPARAMMODEL01","","2","CATEGORY_ID","","VARCHAR2","Y","12","3","0","","",""
"LC00059999","BABAPPARAMMODEL01","","3","BIPM_CODE","","VARCHAR2","N","12","12","0","","","1"
"LC00059999","BABAPPARAMMODEL01","","4","BIPM_NAME_CHS","","VARCHAR2","Y","12","11","0","","",""
"LC00059999","BABAPPARAMMODEL01","","5","BIPM_PATH","","VARCHAR2","Y","12","0","12","","",""
"LC00059999","BABAPPARAMMODEL01","","6","BIPM_LAYER","","NUMBER","Y","12","0","12","","",""
"LC00059999","BABAPPARAMMODEL01","","7","BIPM_DETAIL","","VARCHAR2","Y","12","0","12","","",""
"LC00059999","BABAPPARAMMODEL01","","8","BIPM_TYPE","","VARCHAR2","Y","12","1","0","","","1"
"LC00059999","BABAPPARAMMODEL01","","9","BIPM_PARAMETER","","CLOB","Y","12","0","0","","",""
"LC00059999","BABAPPARAMMODEL01","","10","BIPM_LAYOUT","","CLOB","Y","12","0","12","","",""
"LC00059999","BABAPPARAMMODEL01","","11","BIPM_TIMESTAMP","","TIMESTAMP(7)","Y","12","12","0","","",""
"LC00059999","BABAPPARAMMODEL01","","12","BIPM_NAME_CHT","","VARCHAR2","Y","12","0","12","","",""
"LC00059999","BABAPPARAMMODEL01","","13","BIPM_NAME_EN","","VARCHAR2","Y","12","0","12","","",""
"LC00059999","BABAPPARAMMODEL01","","14","BIPM_NAME_ES","","VARCHAR2","Y","12","0","12","","",""
"LC00059999","BABAPPARAMMODEL01","","15","BIPM_NAME_PT","","VARCHAR2","Y","12","0","12","","",""
"LC00059999","BABAPPARAMMODEL01","","16","BACKEND_TYPE","","NUMBER","Y","12","1","0","","","1"
"LC00059999","BABAPPARAMMODEL01","","17","TAB","","NUMBER","Y","12","1","0","","",""
"LC00059999","BABAPPARAVAR01","","1","ID","","VARCHAR2","N","49","49","0","","",""
"LC00059999","BABAPPARAVAR01","","2","CONNECTION_ID","","VARCHAR2","N","49","13","0","","",""
"LC00059999","BABAPPARAVAR01","","3","VAR_ORDER","","VARCHAR2","N","49","14","0","","",""
"LC00059999","BABAPPARAVAR01","","4","VAR_CODE","","VARCHAR2","N","49","28","0","","","1"
"LC00059999","BABAPPARAVAR01","","5","VAR_NAME_CHS","","VARCHAR2","Y","49","27","0","","",""
"LC00059999","BABAPPARAVAR01","","6","VAR_TYPE","","VARCHAR2","Y","49","4","0","","","1"
"LC00059999","BABAPPARAVAR01","","7","VAR_HELP","","VARCHAR2","Y","49","1","46","","",""
"LC00059999","BABAPPARAVAR01","","8","VAR_HELP_CONDITION","","CLOB","Y","49","0","49","","",""
"LC00059999","BABAPPARAVAR01","","9","VAR_DEFAULT","","VARCHAR2","Y","49","5","25","","",""
"LC00059999","BABAPPARAVAR01","","10","VAR_NULL","","VARCHAR2","N","49","2","0","","",""
"LC00059999","BABAPPARAVAR01","","11","VAR_EDITED","","VARCHAR2","N","49","1","0","","",""
"LC00059999","BABAPPARAVAR01","","12","VAR_CTRLTYPE","","VARCHAR2","N","49","2","0","","","1"
"LC00059999","BABAPPARAVAR01","","13","VAR_SETS","","VARCHAR2","N","49","2","0","","",""
"LC00059999","BABAPPARAVAR01","","14","VAR_VALUE_RANGE","","VARCHAR2","Y","49","3","39","","",""
"LC00059999","BABAPPARAVAR01","","15","VAR_CREATEDTIME","","TIMESTAMP(7)","Y","49","41","0","","",""
"LC00059999","BABAPPARAVAR01","","16","VAR_CREATOR","","VARCHAR2","Y","49","0","49","","",""
"LC00059999","BABAPPARAVAR01","","17","VAR_LASTMODIFIEDTIME","","TIMESTAMP(7)","Y","49","41","0","","",""
"LC00059999","BABAPPARAVAR01","","18","VAR_LASTMODIFIER","","VARCHAR2","Y","49","0","49","","",""
"LC00059999","BABAPPARAVAR01","","19","VAR_GUID","","VARCHAR2","Y","49","49","0","","",""
"LC00059999","BABAPPARAVAR01","","20","VAR_SHOW_LEVEL","","VARCHAR2","Y","49","1","0","","","1"
"LC00059999","BABAPPARAVAR01","","21","VAR_NAME_CHT","","VARCHAR2","Y","49","0","49","","",""
"LC00059999","BABAPPARAVAR01","","22","VAR_NAME_EN","","VARCHAR2","Y","49","0","49","","",""
"LC00059999","BABAPPARAVAR01","","23","VAR_NAME_ES","","VARCHAR2","Y","49","0","49","","",""
"LC00059999","BABAPPARAVAR01","","24","VAR_NAME_PT","","VARCHAR2","Y","49","0","49","","",""
"LC00059999","BABAPPARAVAR01","","25","BACKEND_TYPE","","NUMBER","Y","49","1","0","","","1"
"LC00059999","BABAPROLE01","","1","ROLE_ID","","VARCHAR2","N","3","3","0","","",""
"LC00059999","BABAPROLE01","","2","ROLE_NAME","","VARCHAR2","Y","3","3","0","","",""
"LC00059999","BABAPROLE01","","3","USER_ID","","VARCHAR2","Y","3","2","0","","",""
"LC00059999","BABAPROLERES01","","1","ROLE_RES_ID","","VARCHAR2","N","791","791","0","","",""
"LC00059999","BABAPROLERES01","","2","ROLE_ID","","VARCHAR2","Y","791","3","0","","",""
"LC00059999","BABAPROLERES01","","3","RES_TYPE","","VARCHAR2","Y","791","5","0","","","1"
"LC00059999","BABAPROLERES01","","4","RES_ID","","VARCHAR2","Y","791","263","0","","",""
"LC00059999","BABAPROLERES01","","5","RES_ISALL","","NUMBER","Y","791","0","791","","",""
"LC00059999","BABAPROLERES01","","6","PERMISSION","","VARCHAR2","Y","791","1","0","","",""
"LC00059999","BABAPSYSPARA01","","1","ID","","VARCHAR2","N","4","4","0","","",""
"LC00059999","BABAPSYSPARA01","","2","SYSPARA_CODE","","VARCHAR2","Y","4","4","0","","","1"
"LC00059999","BABAPSYSPARA01","","3","SYSPARA_SETS","","VARCHAR2","N","4","1","0","","",""
"LC00059999","BABAPSYSPARA01","","4","SYSPARA_TYPE","","VARCHAR2","N","4","1","0","","","1"
"LC00059999","BABAPSYSPARA01","","5","SYSPARA_PERMANENT","","VARCHAR2","N","4","1","0","","",""
"LC00059999","BABAPSYSPARA01","","6","SYSPARA_SQL1","","VARCHAR2","Y","4","1","3","","",""
"LC00059999","BABAPSYSPARA01","","7","SYSPARA_SQL2","","VARCHAR2","Y","4","1","3","","",""
"LC00059999","BABAPSYSPARA01","","8","SYSPARA_NAME_CHS","","VARCHAR2","Y","4","4","0","","",""
"LC00059999","BABAPSYSPARA01","","9","SYSPARA_MODULE_ID","","VARCHAR2","N","4","1","0","","",""
"LC00059999","BABAPSYSPARA01","","10","SYSPARA_NAME_CHT","","VARCHAR2","Y","4","0","4","","",""
"LC00059999","BABAPSYSPARA01","","11","SYSPARA_NAME_EN","","VARCHAR2","Y","4","0","4","","",""
"LC00059999","BABAPSYSPARA01","","12","SYSPARA_NAME_ES","","VARCHAR2","Y","4","0","4","","",""
"LC00059999","BABAPSYSPARA01","","13","SYSPARA_NAME_PT","","VARCHAR2","Y","4","0","4","","",""
"LC00059999","BABAPSYSPARA01","","14","BACKEND_TYPE","","NUMBER","Y","4","1","0","","","1"
"LC00059999","BABAPUSER01","","1","USER_ID","","VARCHAR2","N","29","29","0","","",""
"LC00059999","BABAPUSER01","","2","LOGIN_NAME","","VARCHAR2","Y","29","29","0","","",""
"LC00059999","BABAPUSER01","","3","USER_NAME","","VARCHAR2","Y","29","29","0","","",""
"LC00059999","BABAPUSER01","","4","USER_PASSWORD","","VARCHAR2","Y","29","1","0","","",""
"LC00059999","BABAPUSER01","","5","USER_STATUS","","VARCHAR2","Y","29","0","29","","","1"
"LC00059999","BABAPUSERROLE01","","1","USER_ROLE_ID","","VARCHAR2","N","249","249","0","","",""
"LC00059999","BABAPUSERROLE01","","2","USER_ID","","VARCHAR2","Y","249","25","0","","",""
"LC00059999","BABAPUSERROLE01","","3","ROLE_ID","","VARCHAR2","Y","249","3","0","","",""
"LC00059999","BABAPWIDGET01","","1","ID","","VARCHAR2","N","178","178","0","","",""
"LC00059999","BABAPWIDGET01","","2","BOARD_ID","","VARCHAR2","Y","178","0","178","","",""
"LC00059999","BABAPWIDGET01","","3","CATEGORY_ID","","VARCHAR2","Y","178","20","1","","",""
"LC00059999","BABAPWIDGET01","","4","DATASET_ID","","VARCHAR2","Y","178","163","0","","",""
"LC00059999","BABAPWIDGET01","","5","USER_ID","","VARCHAR2","N","178","7","0","","",""
"LC00059999","BABAPWIDGET01","","6","WIDGET_NAME_CHS","","VARCHAR2","N","178","174","0","","",""
"LC00059999","BABAPWIDGET01","","7","WIDGET_JSON","","CLOB","N","178","0","0","","",""
"LC00059999","BABAPWIDGET01","","8","CREATE_TIME","","TIMESTAMP(7)","N","178","177","0","","",""
"LC00059999","BABAPWIDGET01","","9","UPDATE_TIME","","TIMESTAMP(7)","N","178","177","0","","",""
"LC00059999","BABAPWIDGET01","","10","FRAME_TYPE","","NUMBER","Y","178","0","178","","","1"
"LC00059999","BABAPWIDGET01","","11","PORTLET_CONFIG","","CLOB","Y","178","0","17","","",""
"LC00059999","BABAPWIDGET01","","12","SECURITY_LEVEL","","NUMBER","Y","178","0","178","","","1"
"LC00059999","BABAPWIDGET01","","13","WIDGET_CODE","","VARCHAR2","Y","178","0","178","","","1"
"LC00059999","BABAPWIDGET01","","14","WIDGET_NAME_CHT","","VARCHAR2","Y","178","0","178","","",""
"LC00059999","BABAPWIDGET01","","15","WIDGET_NAME_EN","","VARCHAR2","Y","178","0","178","","",""
"LC00059999","BABAPWIDGET01","","16","WIDGET_NAME_ES","","VARCHAR2","Y","178","0","178","","",""
"LC00059999","BABAPWIDGET01","","17","WIDGET_NAME_PT","","VARCHAR2","Y","178","0","178","","",""
"LC00059999","BABAPWIDGET01","","18","WIDGET_TYPE","","VARCHAR2","Y","178","16","0","","","1"
"LC00059999","BABAPWIDGET01","","19","BACKEND_TYPE","","NUMBER","Y","178","1","0","","","1"
"LC00059999","BABAPWIDGET01","","20","TAB","","NUMBER","Y","178","1","0","","",""
"LC00059999","BABAPWIDGET01","","21","CHARTCOLOR_ID","","VARCHAR2","Y","178","0","178","","",""
"LC00059999","BABAPWIDGETBOARD01","","1","ID","","VARCHAR2","N","1880","1880","0","","",""
"LC00059999","BABAPWIDGETBOARD01","","2","BOARD_ID","","VARCHAR2","N","1880","231","0","","",""
"LC00059999","BABAPWIDGETBOARD01","","3","WIDGET_ID","","VARCHAR2","N","1880","436","0","","",""
"LC00059999","BABAPWIDGETBOARD01","","4","BACKEND_TYPE","","NUMBER","Y","1880","2","0","","","1"
"LC00059999","BABAPWIDGETBOARD01","","5","TAB","","NUMBER","Y","1880","1","69","","",""
"LC00059999","BABAPWIDGETBOARD01","","6","WIDGETTYPE","","VARCHAR2","Y","1880","2","69","","","1"
"LC00059999","BABAPWIDGETBOARD01","","7","DATASETID","","VARCHAR2","Y","1880","70","1423","","",""
"LC00059999","BABAPWIDGETBOARD01","","8","INFO","","CLOB","Y","1880","0","69","","",""
"LC00059999","BABAPWIDGETBOARD01","","9","CHARTCOLOR_ID","","VARCHAR2","Y","1880","0","1880","","",""
"LC00059999","BL_BILL_CONT","","1","CONT_ID","","VARCHAR2","Y","2369","2369","0","","",""
"LC00059999","BL_BILL_CONT","","2","CONT_CODE","","VARCHAR2","Y","2369","2355","0","","",""
"LC00059999","BL_BILL_CONT","","3","CONT_TYPE","","VARCHAR2","Y","2369","3","0","","","1"
"LC00059999","BL_BILL_CONT","","4","BILL_TYPE","","CHAR","Y","2369","4","0","","","1"
"LC00059999","BL_BILL_CONT","","5","CUST_CODE","","VARCHAR2","Y","2369","597","0","","",""
"LC00059999","BL_BILL_CONT","","6","CURCD","","VARCHAR2","Y","2369","1","0","","",""
"LC00059999","BL_BILL_CONT","","7","AMOUNT","","NUMBER","Y","2369","453","0","","",""
"LC00059999","BL_BILL_CONT","","8","SIGN_DATE","","VARCHAR2","Y","2369","1062","457","","",""
"LC00059999","BL_BILL_CONT","","9","START_DATE","","VARCHAR2","Y","2369","1182","0","","",""
"LC00059999","BL_BILL_CONT","","10","END_DATE","","VARCHAR2","Y","2369","443","0","","",""
"LC00059999","BL_BILL_CONT","","11","TERM","","NUMBER","Y","2369","289","1293","","",""
"LC00059999","BL_BILL_CONT","","12","TERM_UNIT","","CHAR","Y","2369","2","179","","",""
"LC00059999","BL_BILL_CONT","","13","CUST_CREDIT_NO","","VARCHAR2","Y","2369","240","1075","","",""
"LC00059999","BL_BILL_CONT","","14","GART_MODE","","VARCHAR2","Y","2369","9","558","","",""
"LC00059999","BL_BILL_CONT","","15","DEPOSIT_RATE","","NUMBER","Y","2369","5","554","","",""
"LC00059999","BL_BILL_CONT","","16","DEPOSIT_ACT","","VARCHAR2","Y","2369","14","900","","",""
"LC00059999","BL_BILL_CONT","","17","FEE_RATE","","NUMBER","Y","2369","5","554","","",""
"LC00059999","BL_BILL_CONT","","18","OVER_RATE","","NUMBER","Y","2369","13","554","","",""
"LC00059999","BL_BILL_CONT","","19","CONT_STAT","","VARCHAR2","Y","2369","6","1","","",""
"LC00059999","BL_BILL_CONT","","20","IS_ADVANCE","","CHAR","Y","2369","2","543","","",""
"LC00059999","BL_BILL_CONT","","21","TEXT_TYPE","","CHAR","Y","2369","2","457","","","1"
"LC00059999","BL_BILL_CONT","","22","TEXT_COUNT","","NUMBER","Y","2369","4","1136","","",""
"LC00059999","BL_BILL_CONT","","23","REMARK","","VARCHAR2","Y","2369","526","1798","","",""
"LC00059999","BL_BILL_CONT","","24","OPERTOR","","VARCHAR2","Y","2369","15","9","","",""
"LC00059999","BL_BILL_CONT","","25","CHECKER","","VARCHAR2","Y","2369","2","1170","","",""
"LC00059999","BL_BILL_CONT","","26","OPER_DATE","","VARCHAR2","Y","2369","1180","9","","",""
"LC00059999","BL_BILL_CONT","","27","CHECK_DATE","","VARCHAR2","Y","2369","701","1170","","",""
"LC00059999","BL_BILL_CONT","","28","LAST_UPDATE_OPER","","VARCHAR2","Y","2369","5","1815","","",""
"LC00059999","BL_BILL_CONT","","29","LAST_UPDATE_DATE","","VARCHAR2","Y","2369","279","1815","","",""
"LC00059999","BL_BILL_CONT","","30","BACK_REASON","","VARCHAR2","Y","2369","0","2369","","",""
"LC00059999","BL_BILL_CONT","","31","APPLY_CODE","","VARCHAR2","Y","2369","550","1817","","",""
"LC00059999","BL_BILL_CONT","","32","PAY_ACT","","VARCHAR2","Y","2369","258","617","","",""
"LC00059999","BL_BILL_INVOICE_RELATION","","1","ID","","VARCHAR2","N","44284","44284","0","","",""
"LC00059999","BL_BILL_INVOICE_RELATION","","2","BILL_ID","","VARCHAR2","Y","44284","13642","4667","","",""
"LC00059999","BL_BILL_INVOICE_RELATION","","3","INVOICE_ID","","VARCHAR2","Y","44284","32920","0","","",""
"LC00059999","BL_BILL_INVOICE_RELATION","","4","USE_AMT","","NUMBER","Y","44284","20152","0","","",""
"LC00059999","BL_BILL_INVOICE_RELATION","","5","INVOICE_NUM","","VARCHAR2","Y","44284","33096","0","","",""
"LC00059999","BL_BILL_INVOICE_RELATION","","6","INVOICE_CODE","","VARCHAR2","Y","44284","905","0","","",""
"LC00059999","BL_BILL_INVOICE_RELATION","","7","PJKPZB_NM","","VARCHAR2","Y","44284","3160","0","","",""
"LC00059999","BL_BILL_INVOICE_RELATION","","8","INVOICE_SUP_ID","","VARCHAR2","Y","44284","907","38465","","",""
"LC00059999","BL_DISCOUNT_APP","","1","DISCOUNT_APP_ID","","VARCHAR2","Y","9004","9004","0","","",""
"LC00059999","BL_DISCOUNT_APP","","2","CONT_CODE","","VARCHAR2","Y","9004","4113","0","","",""
"LC00059999","BL_DISCOUNT_APP","","3","ORG_ID","","VARCHAR2","Y","9004","1","330","","",""
"LC00059999","BL_DISCOUNT_APP","","4","CUST_CODE","","VARCHAR2","Y","9004","609","597","","",""
"LC00059999","BL_DISCOUNT_APP","","5","BILL_TYPE","","CHAR","Y","9004","2","0","","","1"
"LC00059999","BL_DISCOUNT_APP","","6","DISC_TYPE","","CHAR","Y","9004","2","0","","","1"
"LC00059999","BL_DISCOUNT_APP","","7","REBUY_TYPE","","CHAR","Y","9004","1","330","","","1"
"LC00059999","BL_DISCOUNT_APP","","8","REBUY_START_DATE","","VARCHAR2","Y","9004","0","9004","","",""
"LC00059999","BL_DISCOUNT_APP","","9","REBUY_END_DATE","","VARCHAR2","Y","9004","0","9004","","",""
"LC00059999","BL_DISCOUNT_APP","","10","ABOUT_REBUY_DATE","","VARCHAR2","Y","9004","0","9004","","",""
"LC00059999","BL_DISCOUNT_APP","","11","REBUY_RATE","","VARCHAR2","Y","9004","2","1002","","",""
"LC00059999","BL_DISCOUNT_APP","","12","REBUY_TOTAL_AMT","","VARCHAR2","Y","9004","0","9004","","",""
"LC00059999","BL_DISCOUNT_APP","","13","DISC_DATE","","VARCHAR2","Y","9004","1549","0","","",""
"LC00059999","BL_DISCOUNT_APP","","14","PERMIT_DAYS","","NUMBER","Y","9004","1","330","","",""
"LC00059999","BL_DISCOUNT_APP","","15","DISC_RATE","","NUMBER","Y","9004","97","0","","",""
